# E_low [keV], E_up [keV], diff. flux [photons/s/cm^2/keV]
2.041737944669529625e+01,2.055890595984142522e+01,2.125925659423773450e-07
2.055890595984142522e+01,2.070141348791041480e+01,2.034387749554299242e-07
2.070141348791041480e+01,2.084490883097288716e+01,1.946141117025514972e-07
2.084490883097288716e+01,2.098939883623524594e+01,1.861149677735796087e-07
2.098939883623524594e+01,2.113489039836647621e+01,1.779288777182381285e-07
2.113489039836647621e+01,2.128139045982711153e+01,1.700458269669399274e-07
2.128139045982711153e+01,2.142890601120058491e+01,1.624564560626472405e-07
2.142890601120058491e+01,2.157744409152666876e+01,1.551561623431682999e-07
2.157744409152666876e+01,2.172701178863745497e+01,1.481338306779753753e-07
2.172701178863745497e+01,2.187761623949552003e+01,1.413805274373718336e-07
2.187761623949552003e+01,2.202926463053455919e+01,1.348879830118357513e-07
2.202926463053455919e+01,2.218196419800219488e+01,1.286508993907443016e-07
2.218196419800219488e+01,2.233572222830532539e+01,1.226591957237325376e-07
2.233572222830532539e+01,2.249054605835780407e+01,1.169050324428732648e-07
2.249054605835780407e+01,2.264644307593059480e+01,1.113811841504106338e-07
2.264644307593059480e+01,2.280342072000418696e+01,1.060817356904830489e-07
2.280342072000418696e+01,2.296148648112363233e+01,1.009977572875680371e-07
2.296148648112363233e+01,2.312064790175594098e+01,9.612235723419067692e-08
2.312064790175594098e+01,2.328091257665007774e+01,9.144927180711995162e-08
2.328091257665007774e+01,2.344228815319922532e+01,8.697195219437892475e-08
2.344228815319922532e+01,2.360478233180578300e+01,8.268291722046228448e-08
2.360478233180578300e+01,2.376840286624875986e+01,7.857601706877518138e-08
2.376840286624875986e+01,2.393315756405387518e+01,7.464558313578295646e-08
2.393315756405387518e+01,2.409905428686595386e+01,7.088495801489690970e-08
2.409905428686595386e+01,2.426610095082416763e+01,6.728801775447613066e-08
2.426610095082416763e+01,2.443430552693971336e+01,6.384921288461427010e-08
2.443430552693971336e+01,2.460367604147627318e+01,6.056306132474085873e-08
2.460367604147627318e+01,2.477422057633286201e+01,5.742352918634766262e-08
2.477422057633286201e+01,2.494594726942955987e+01,5.442542487359728565e-08
2.494594726942955987e+01,2.511886431509579509e+01,5.156371849231415766e-08
2.511886431509579509e+01,2.529297996446144836e+01,4.883307809563662691e-08
2.529297996446144836e+01,2.546830252585041876e+01,4.622848022985934040e-08
2.546830252585041876e+01,2.564484036517718835e+01,4.374525635886531528e-08
2.564484036517718835e+01,2.582260190634595887e+01,4.137873710643891622e-08
2.582260190634595887e+01,2.600159563165272303e+01,3.912417597831996341e-08
2.600159563165272303e+01,2.618183008218986174e+01,3.697726326171350237e-08
2.618183008218986174e+01,2.636331385825381446e+01,3.493378240115396704e-08
2.636331385825381446e+01,2.654605561975538919e+01,3.298942727208010398e-08
2.654605561975538919e+01,2.673006408663311717e+01,3.114019808428087328e-08
2.673006408663311717e+01,2.691534803926916553e+01,2.938225655277061454e-08
2.691534803926916553e+01,2.710191631890841535e+01,2.771174582721833037e-08
2.710191631890841535e+01,2.728977782808040331e+01,2.612497862589527005e-08
2.728977782808040331e+01,2.747894153102397397e+01,2.461846967629855071e-08
2.747894153102397397e+01,2.766941645411512596e+01,2.318875727355536383e-08
2.766941645411512596e+01,2.786121168629769329e+01,2.183248710325706136e-08
2.786121168629769329e+01,2.805433637951713166e+01,2.054649852247720633e-08
2.805433637951713166e+01,2.824879974915707592e+01,1.932768564145380084e-08
2.824879974915707592e+01,2.844461107447916959e+01,1.817302522569105665e-08
2.844461107447916959e+01,2.864177969906579690e+01,1.707966227230012140e-08
2.864177969906579690e+01,2.884031503126605855e+01,1.604481401739668627e-08
2.884031503126605855e+01,2.904022654464451136e+01,1.506577228662489242e-08
2.904022654464451136e+01,2.924152377843336836e+01,1.413997310604325508e-08
2.924152377843336836e+01,2.944421633798760141e+01,1.326492906634692331e-08
2.944421633798760141e+01,2.964831389524342242e+01,1.243822600061972489e-08
2.964831389524342242e+01,2.985382618917960329e+01,1.165757468270981356e-08
2.985382618917960329e+01,3.006076302628232355e+01,1.092075901787521414e-08
3.006076302628232355e+01,3.026913428101304504e+01,1.022563702994779463e-08
3.026913428101304504e+01,3.047894989627982909e+01,9.570175422529156008e-09
3.047894989627982909e+01,3.069021988391158118e+01,8.952407971775680040e-09
3.069021988391158118e+01,3.090295432513591933e+01,8.370443247626949206e-09
3.090295432513591933e+01,3.111716337106016894e+01,7.822483647696222568e-09
3.111716337106016894e+01,3.133285724315585696e+01,7.306792985684029681e-09
3.133285724315585696e+01,3.155004623374627570e+01,6.821709126963223166e-09
3.155004623374627570e+01,3.176874070649772364e+01,6.365649653184550778e-09
3.176874070649772364e+01,3.198895109691397209e+01,5.937089714623490433e-09
3.198895109691397209e+01,3.221068791283434507e+01,5.534575480188225213e-09
3.221068791283434507e+01,3.243396173493493251e+01,5.156719881052295166e-09
3.243396173493493251e+01,3.265878321723359790e+01,4.802191438422886425e-09
3.265878321723359790e+01,3.288516308759829343e+01,4.469724039211984274e-09
3.288516308759829343e+01,3.311311214825911264e+01,4.158107520399778811e-09
3.311311214825911264e+01,3.334264127632350494e+01,3.866186063446745073e-09
3.334264127632350494e+01,3.357376142429548338e+01,3.592861183696569472e-09
3.357376142429548338e+01,3.380648362059815071e+01,3.337083304558897209e-09
3.380648362059815071e+01,3.404081897010009072e+01,3.097854215760931995e-09
3.404081897010009072e+01,3.427677865464504947e+01,2.874224639234035320e-09
3.427677865464504947e+01,3.451437393358564520e+01,2.665290097503453971e-09
3.451437393358564520e+01,3.475361614432057422e+01,2.470192342428174015e-09
3.475361614432057422e+01,3.499451670283573179e+01,2.288115142941656520e-09
3.499451670283573179e+01,3.523708710424872947e+01,2.118283616850073320e-09
3.523708710424872947e+01,3.548133892335756912e+01,1.959962978748045972e-09
3.548133892335756912e+01,3.572728381519288376e+01,1.812455698828561333e-09
3.572728381519288376e+01,3.597493351557423580e+01,1.675101224592878777e-09
3.597493351557423580e+01,3.622429984166987538e+01,1.547273600317124383e-09
3.622429984166987538e+01,3.647539469256076217e+01,1.428380264626065586e-09
3.647539469256076217e+01,3.672823004980845951e+01,1.317860803619428118e-09
3.672823004980845951e+01,3.698281797802662396e+01,1.215185096164200657e-09
3.698281797802662396e+01,3.723917062545686463e+01,1.119852426046661369e-09
3.723917062545686463e+01,3.749730022454834000e+01,1.031389830528190969e-09
3.749730022454834000e+01,3.775721909254159669e+01,9.493509768713724052e-10
3.775721909254159669e+01,3.801893963205612437e+01,8.733149416379769892e-10
3.801893963205612437e+01,3.828247433168228042e+01,8.028848962908374850e-10
3.828247433168228042e+01,3.854783576657716537e+01,7.376871194189860169e-10
3.854783576657716537e+01,3.881503659906482540e+01,6.773697276310745071e-10
3.881503659906482540e+01,3.908408957924021365e+01,6.216017184473571896e-10
3.908408957924021365e+01,3.935500754557776304e+01,5.700718740893831837e-10
3.935500754557776304e+01,3.962780342554393087e+01,5.224877805178248424e-10
3.962780342554393087e+01,3.990249023621420577e+01,4.785748885185318275e-10
3.990249023621420577e+01,4.017908108489400121e+01,4.380755541237408494e-10
4.017908108489400121e+01,4.045758916974428843e+01,4.007482011226087697e-10
4.045758916974428843e+01,4.073802778041125805e+01,3.663664245594712080e-10
4.073802778041125805e+01,4.102041029866067845e+01,3.347182185073638440e-10
4.102041029866067845e+01,4.130475019901614786e+01,3.056051620629879206e-10
4.130475019901614786e+01,4.159106104940222792e+01,2.788416969186503353e-10
4.159106104940222792e+01,4.187935651179182628e+01,2.542543960506550985e-10
4.187935651179182628e+01,4.216965034285822611e+01,2.316812907573657706e-10
4.216965034285822611e+01,4.246195639463130078e+01,2.109712119140847803e-10
4.246195639463130078e+01,4.275628861515864543e+01,1.919831707226889347e-10
4.275628861515864543e+01,4.305266104917105707e+01,1.745857627038573514e-10
4.305266104917105707e+01,4.335108783875288907e+01,1.586566030108435704e-10
4.335108783875288907e+01,4.365158322401661195e+01,1.440817869560387747e-10
4.365158322401661195e+01,4.395416154378247597e+01,1.307553779999056273e-10
4.395416154378247597e+01,4.425883723626264299e+01,1.185789202952039999e-10
4.425883723626264299e+01,4.456562483975032762e+01,1.074609764630999264e-10
4.456562483975032762e+01,4.487453899331323015e+01,9.731668825182692451e-11
4.487453899331323015e+01,4.518559443749226290e+01,8.806736085136485383e-11
4.518559443749226290e+01,4.549880601500484545e+01,7.964006812593197615e-11
4.549880601500484545e+01,4.581418867145335128e+01,7.196728005020021316e-11
4.581418867145335128e+01,4.613175745603795264e+01,6.498650919971710531e-11
4.613175745603795264e+01,4.645152752227497217e+01,5.863997789853902527e-11
4.645152752227497217e+01,4.677351412871981040e+01,5.287430278986941219e-11
4.677351412871981040e+01,4.709773263969529467e+01,4.764019838224736755e-11
4.709773263969529467e+01,4.742419852602448316e+01,4.289219662938567668e-11
4.742419852602448316e+01,4.775292736576911778e+01,3.858838371687537642e-11
4.775292736576911778e+01,4.808393484497284476e+01,3.469015167518001167e-11
4.808393484497284476e+01,4.841723675840994190e+01,3.116196540309416856e-11
4.841723675840994190e+01,4.875284901033865026e+01,2.797114351993764003e-11
4.875284901033865026e+01,4.909078761526028956e+01,2.508765281109900246e-11
4.909078761526028956e+01,4.943106869868353925e+01,2.248391540594887087e-11
4.943106869868353925e+01,4.977370849789360818e+01,2.013462822002284899e-11
4.977370849789360818e+01,5.011872336272725192e+01,1.801659390756540146e-11
5.011872336272725192e+01,5.046612975635281373e+01,1.610856271394339637e-11
5.046612975635281373e+01,5.081594425605604926e+01,1.439108478706953453e-11
5.081594425605604926e+01,5.116818355403078300e+01,1.284637218789881856e-11
5.116818355403078300e+01,5.152286445817566829e+01,1.145817030236316172e-11
5.152286445817566829e+01,5.188000389289609160e+01,1.021163800951736075e-11
5.188000389289609160e+01,5.223961889991197438e+01,9.093235861433354811e-12
5.223961889991197438e+01,5.260172663907062685e+01,8.090622387320526725e-12
5.260172663907062685e+01,5.296634438916580478e+01,7.192557576439823788e-12
5.296634438916580478e+01,5.333348954876208126e+01,6.388813228542937308e-12
5.333348954876208126e+01,5.370317963702527209e+01,5.670089839935052139e-12
5.370317963702527209e+01,5.407543229455809808e+01,5.027939544518900750e-12
5.407543229455809808e+01,5.445026528424214263e+01,4.454694758122472348e-12
5.445026528424214263e+01,5.482769649208535867e+01,3.943402179682841490e-12
5.482769649208535867e+01,5.520774392807573605e+01,3.487761771225842132e-12
5.520774392807573605e+01,5.559042572704036900e+01,3.082070427312726569e-12
5.559042572704036900e+01,5.597576014951104639e+01,2.721170000232454116e-12
5.597576014951104639e+01,5.636376558259542691e+01,2.400399397687012981e-12
5.636376558259542691e+01,5.675446054085471559e+01,2.115550478765940555e-12
5.675446054085471559e+01,5.714786366718671928e+01,1.862827478118144365e-12
5.714786366718671928e+01,5.754399373371572324e+01,1.638809719124354158e-12
5.754399373371572324e+01,5.794286964268808759e+01,1.440417379052027973e-12
5.794286964268808759e+01,5.834451042737448034e+01,1.264880086920900272e-12
5.834451042737448034e+01,5.874893525297768804e+01,1.109708149769799701e-12
5.874893525297768804e+01,5.915616341754742535e+01,9.726662112694514756e-13
5.915616341754742535e+01,5.956621435290103506e+01,8.517491618642940307e-13
5.956621435290103506e+01,5.997910762555094522e+01,7.451601299768342393e-13
5.997910762555094522e+01,6.039486293763800262e+01,6.512903939908432175e-13
6.039486293763800262e+01,6.081350012787182635e+01,5.687010662893234713e-13
6.081350012787182635e+01,6.123503917247733597e+01,4.961064097848092676e-13
6.123503917247733597e+01,6.165950018614822170e+01,4.323586567177001759e-13
6.165950018614822170e+01,6.208690342300637610e+01,3.764342087480374843e-13
6.208690342300637610e+01,6.251726927756861585e+01,3.274211054907703913e-13
6.251726927756861585e+01,6.295061828571974871e+01,2.845076566097344330e-13
6.295061828571974871e+01,6.338697112569270331e+01,2.469721402147800413e-13
6.338697112569270331e+01,6.382634861905489032e+01,2.141734772841206208e-13
6.382634861905489032e+01,6.426877173170200308e+01,1.855427984893371582e-13
6.426877173170200308e+01,6.471426157485831254e+01,1.605758261115247019e-13
6.471426157485831254e+01,6.516283940608427372e+01,1.388259995841842107e-13
6.516283940608427372e+01,6.561452663029056964e+01,1.198982787011081379e-13
6.561452663029056964e+01,6.606934480075958049e+01,1.034435637035675677e-13
6.606934480075958049e+01,6.652731562017412159e+01,8.915367627628170556e-14
6.652731562017412159e+01,6.698846094165264731e+01,7.675684998108376399e-14
6.698846094165264731e+01,6.745280276979222833e+01,6.601368285720337818e-14
6.745280276979222833e+01,6.792036326171843541e+01,5.671350882592589301e-14
6.792036326171843541e+01,6.839116472814292536e+01,4.867114816914979331e-14
6.839116472814292536e+01,6.886522963442762091e+01,4.172400072486663777e-14
6.886522963442762091e+01,6.934258060165694815e+01,3.572944857136226129e-14
6.934258060165694815e+01,6.982324040771710827e+01,3.056253786820263113e-14
6.982324040771710827e+01,7.030723198838333587e+01,2.611391219834710404e-14
7.030723198838333587e+01,7.079457843841380793e+01,2.228797223160929158e-14
7.079457843841380793e+01,7.128530301265197977e+01,1.900123880748374248e-14
7.128530301265197977e+01,7.177942912713615442e+01,1.618089863604264707e-14
7.177942912713615442e+01,7.227698036021702421e+01,1.376351374709577031e-14
7.227698036021702421e+01,7.277798045368241731e+01,1.169387759048208183e-14
7.277798045368241731e+01,7.328245331389044281e+01,9.924002317112578885e-15
7.328245331389044281e+01,7.379042301291008243e+01,8.412223259635586746e-15
7.379042301291008243e+01,7.430191378967013804e+01,7.122407993716323004e-15
7.430191378967013804e+01,7.481695005111545527e+01,6.023258604791322067e-15
7.481695005111545527e+01,7.533555637337177302e+01,5.087696920049620910e-15
7.533555637337177302e+01,7.585775750291836061e+01,4.292323498459379562e-15
7.585775750291836061e+01,7.638357835776906768e+01,3.616942111560572343e-15
7.638357835776906768e+01,7.691304402866097689e+01,3.044142301268793408e-15
7.691304402866097689e+01,7.744617978025191007e+01,2.558933375177845273e-15
7.744617978025191007e+01,7.798301105232584973e+01,2.148423900858468413e-15
7.798301105232584973e+01,7.852356346100718554e+01,1.801541394924978370e-15
7.852356346100718554e+01,7.906786279998253519e+01,1.508787475130306677e-15
7.906786279998253519e+01,7.961593504173191604e+01,1.262024260573109387e-15
7.961593504173191604e+01,8.016780633876788897e+01,1.054288269998798895e-15
8.016780633876788897e+01,8.072350302488382567e+01,8.796284866486522721e-16
8.072350302488382567e+01,8.128305161640994925e+01,7.329656337678091795e-16
8.128305161640994925e+01,8.184647881347903819e+01,6.099700417679750654e-16
8.184647881347903819e+01,8.241381150130021638e+01,5.069557897168942164e-16
8.241381150130021638e+01,8.298507675144225004e+01,4.207890735778062083e-16
8.298507675144225004e+01,8.356030182312483134e+01,3.488089944724179375e-16
8.356030182312483134e+01,8.413951416451955367e+01,2.887591749830696478e-16
8.413951416451955367e+01,8.472274141405962666e+01,2.387288026875235816e-16
8.472274141405962666e+01,8.531001140175895614e+01,1.971018700745948070e-16
8.531001140175895614e+01,8.590135215053960849e+01,1.625135308523416836e-16
8.590135215053960849e+01,8.649679187756937893e+01,1.338126263795158190e-16
8.649679187756937893e+01,8.709635899560805683e+01,1.100295542993088741e-16
8.709635899560805683e+01,8.770008211436348233e+01,9.034875604167194808e-17
8.770008211436348233e+01,8.830799004185631418e+01,7.408519214921963932e-17
8.830799004185631418e+01,8.892011178579481623e+01,6.066425569539394775e-17
8.892011178579481623e+01,8.953647655495937840e+01,4.960464559953142514e-17
8.953647655495937840e+01,9.015711376059570625e+01,4.050378448147065343e-17
9.015711376059570625e+01,9.078205301781861181e+01,3.302542081254055842e-17
9.078205301781861181e+01,9.141132414702499887e+01,2.688910338496814286e-17
9.141132414702499887e+01,9.204495717531712273e+01,2.186125832424392154e-17
9.204495717531712273e+01,9.268298233793494489e+01,1.774763571340593063e-17
9.268298233793494489e+01,9.332543007969914584e+01,1.438692501458544977e-17
9.332543007969914584e+01,9.397233105646375861e+01,1.164536642473380406e-17
9.397233105646375861e+01,9.462371613657930425e+01,9.412209590970361708e-18
9.462371613657930425e+01,9.527961640236520680e+01,7.595892183343405247e-18
9.527961640236520680e+01,9.594006315159336395e+01,6.120829075714108082e-18
9.594006315159336395e+01,9.660508789898130999e+01,4.924718671157707600e-18
9.660508789898130999e+01,9.727472237769650576e+01,3.956286538196048700e-18
9.727472237769650576e+01,9.794899854086990842e+01,3.173398273897277798e-18
9.794899854086990842e+01,9.862794856312109459e+01,2.541483622297315178e-18
9.862794856312109459e+01,9.931160484209334527e+01,2.032222565723742990e-18
9.931160484209334527e+01,1.000000000000000000e+02,1.622451560552706187e-18
